Mark-to-Market Performance Summary,Data,Stocks,MRNA,2,0,253.98,--,-185.5,-2.9,-0.6929145,0,-189.0929145,,,,
Mark-to-Market Performance Summary,Data,Stocks,NAT,380,0,1.69,--,186.2,0,0,3.8,190,,,,
Mark-to-Market Performance Summary,Data,Stocks,NIO,9,0,31.68,--,-207,-6.75,-0.33525725,0,-214.0852573,,,,
Mark-to-Market Performance Summary,Data,Stocks,NMM,0,0,--,--,0,-2.7,-0.6955332,0,-3.3955332,,,,
Mark-to-Market Performance Summary,Data,Stocks,OGI,300,0,1.75,--,-21,0,0,0,-21,,,,
Mark-to-Market Performance Summary,Data,Stocks,OMC,6,0,73.27,--,101.1,-0.18,-0.360994,2.94,103.499006,,,,
Mark-to-Market Performance Summary,Data,Stocks,PARA,10,0,30.18,--,72.2,0,0,3.36,75.56,,,,
Mark-to-Market Performance Summary,Data,Stocks,PNW,8,0,70.59,--,-25.68,-6.88,-0.34601127,4.76,-28.14601127,,,,
Mark-to-Market Performance Summary,Data,Stocks,PPLT,9,0,89.9,--,56.27,-2.65,-0.34443073,0,53.27556927,,,,
Mark-to-Market Performance Summary,Data,Stocks,RIG,150,0,2.76,--,109.5,15,-0.72763223,0,123.7723678,,,,
Mark-to-Market Performance Summary,Data,Stocks,SBLK,40,0,22.67,--,92.72,-11.73,-0.67231023,0,80.31768977,,,,
Mark-to-Market Performance Summary,Data,Stocks,SLV,35,0,21.51,--,43.05,0,0,0,43.05,,,,
Mark-to-Market Performance Summary,Data,Stocks,SNAP,10,0,47.03,--,32.5,-15.1,-0.36225725,0,17.03774275,,,,
Mark-to-Market Performance Summary,Data,Stocks,SPCE,0,0,--,--,73.67,31.51,-0.6981145,0,104.4818855,,,,
Mark-to-Market Performance Summary,Data,Stocks,SPH,30,0,14.65,--,51.6,0,0,6.59,58.19,,,,
Mark-to-Market Performance Summary,Data,Stocks,T,20,0,24.6,--,-12.4,0,0,7.28,-5.12,,,,
Mark-to-Market Performance Summary,Data,Stocks,TCS,0,0,--,--,-838.49,-90.94,-7.71733789,0,-937.1473379,,,,
Mark-to-Market Performance Summary,Data,Stocks,TLRY,60,0,7.03,--,27,0,0,0,27,,,,
Mark-to-Market Performance Summary,Data,Stocks,UBER,14,0,41.93,--,-83.3,0,0,0,-83.3,,,,
Mark-to-Market Performance Summary,Data,Stocks,UNG,35,0,12.49,--,132.3,5.075,-0.36473733,0,137.0102627,,,,
Mark-to-Market Performance Summary,Data,Stocks,VALE,30,0,14.02,--,64.8,-6.6,-0.32659913,0,57.87340087,,,,
Mark-to-Market Performance Summary,Data,Stocks,VEON,0,0,--,--,-93.27,4.34,-5.59604284,0,-94.52604284,,,,
Mark-to-Market Performance Summary,Data,Stocks,WRK,10,0,44.36,--,28.3,0,0,1.75,30.05,,,,
Mark-to-Market Performance Summary,Data,Stocks,X,15,0,23.81,--,28.35,-0.75,-0.33916947,0,27.26083053,,,,
Mark-to-Market Performance Summary,Data,Stocks,YNDX,0,0,--,--,-27.6,100.2,-0.31225725,0,72.28774275,,,,
Mark-to-Market Performance Summary,Data,Total,,,,,,-1066.132875,58.9591,-44.53596409,43.84,-1007.869739,,,,
Mark-to-Market Performance Summary,Data,Forex,CAD,-0.00004357,-0.00004357,0.79118,0.73853,0.0000023,0,0,0,0.0000023,,,,
Mark-to-Market Performance Summary,Data,Forex,EUR,166.2183208,0,1.1372,1.0704,-7.07164222,0,0,0,-7.07164222,,,,
Mark-to-Market Performance Summary,Data,Forex,GBP,435.422,0,1.3527,1.2099,-22.958138,0,0,0,-22.958138,,,,
Mark-to-Market Performance Summary,Data,Forex,HKD,-1922.097225,0.000214615,0.12827,0.12806,-13.24614948,-0.000045,-4,0,-17.24619448,,,,
Mark-to-Market Performance Summary,Data,Forex,RUB,0,-0.000000026,--,0.013699,-2.363,0.190848,0,0,-2.172152,,,,
Mark-to-Market Performance Summary,Data,Forex,USD,959.2923642,26.43502653,1,1,0,-2.433817,-4,0,-6.433817,,,,
Mark-to-Market Performance Summary,Data,Total,,,,,,-45.6389274,-2.243014,-8,0,-55.8819414,,,,
Mark-to-Market Performance Summary,Data,Total (All Assets),,,,,,-1111.771802,56.716086,-52.53596409,43.84,-1063.75168,,,,
Mark-to-Market Performance Summary,Data,Broker Interest Paid and Received,,,,,,,,,,8.232317,,,,
Mark-to-Market Performance Summary,Data,Other Fees,,,,,,,,,,-0.74,,,,
Total P/L for Statement Period,,,,,,,,,,,,-1056.259363,,,,
Realized & Unrealized Performance Summary,Header,Asset Category,Symbol,Cost Adj.,Realized S/T Profit,Realized S/T Loss,Realized L/T Profit,Realized L/T Loss,Realized Total,Unrealized S/T Profit,Unrealized S/T Loss,Unrealized L/T Profit,Unrealized L/T Loss,Unrealized Total,Total,Code
Realized & Unrealized Performance Summary,Data,Stocks,1398,0,96.31278419,0,0,0,96.31278419,0,0,0,0,0,96.31278419,
Realized & Unrealized Performance Summary,Data,Stocks,1810,0,0,0,0,0,0,0,0,0,0,0,0,
Realized & Unrealized Performance Summary,Data,Stocks,2039,0,0,0,0,0,0,0,0,0,0,0,0,
Realized & Unrealized Performance Summary,Data,Stocks,ASX,0,0,0,0,0,0,0,0,0,0,0,0,
Realized & Unrealized Performance Summary,Data,Stocks,ATVI,0,74.82959748,0,0,0,74.82959748,0,0,0,0,0,74.82959748,
Realized & Unrealized Performance Summary,Data,Stocks,BGS,0,0,0,0,0,0,0,0,0,0,0,0,
Realized & Unrealized Performance Summary,Data,Stocks,BHP,0,134.603846,0,0,0,134.603846,0,0,0,0,0,134.603846,
Realized & Unrealized Performance Summary,Data,Stocks,BTG,0,94.70207391,0,0,0,94.70207391,0,0,0,0,0,94.70207391,
Realized & Unrealized Performance Summary,Data,Stocks,BTU,0,19.12412335,-19.11078364,0,0,0.01333971,0,0,0,0,0,0.01333971,
Realized & Unrealized Performance Summary,Data,Stocks,COIN,0,0,0,0,0,0,0,0,0,0,0,0,
Realized & Unrealized Performance Summary,Data,Stocks,CONd,0,0,0,0,0,0,0,0,0,0,0,0,
Realized & Unrealized Performance Summary,Data,Stocks,CRNC,0,0,0,0,0,0,0,0,0,0,0,0,
Realized & Unrealized Performance Summary,Data,Stocks,DKNG,0,0,0,0,0,0,0,0,0,0,0,0,
Realized & Unrealized Performance Summary,Data,Stocks,EUA,0,0,0,0,0,0,0,0,0,0,0,0,
Realized & Unrealized Performance Summary,Data,Stocks,FTCH,0,0,-365.5029965,0,0,-365.5029965,0,0,0,0,0,-365.5029965,
Realized & Unrealized Performance Summary,Data,Stocks,GOLD,0,28.85195549,-22.76549158,0,0,6.08646391,0,0,0,0,0,6.08646391,
Realized & Unrealized Performance Summary,Data,Stocks,HOOD,0,0,0,0,0,0,0,0,0,0,0,0,
Realized & Unrealized Performance Summary,Data,Stocks,IBKR,0,0,0,0,0,0,0,-2.145034,43.9031,0,41.758066,41.758066,
Realized & Unrealized Performance Summary,Data,Stocks,IDXX,0,0,0,0,0,0,0,0,0,0,0,0,
Realized & Unrealized Performance Summary,Data,Stocks,INTC,0,0,0,0,0,0,0,0,0,0,0,0,
Realized & Unrealized Performance Summary,Data,Stocks,KAP,0,0,0,0,0,0,0,0,0,0,0,0,
Realized & Unrealized Performance Summary,Data,Stocks,KGC,0,0,-101.0796539,0,0,-101.0796539,0,0,0,0,0,-101.0796539,
Realized & Unrealized Performance Summary,Data,Stocks,KTOS,0,0,-46.31414436,0,0,-46.31414436,0,0,0,0,0,-46.31414436,
Realized & Unrealized Performance Summary,Data,Stocks,LDOS,0,74.30617534,0,0,0,74.30617534,0,0,0,0,0,74.30617534,
Realized & Unrealized Performance Summary,Data,Stocks,LYFT,0,0,0,0,0,0,0,0,0,0,0,0,
Realized & Unrealized Performance Summary,Data,Stocks,MRNA,0,0,0,0,0,0,0,0,0,0,0,0,
Realized & Unrealized Performance Summary,Data,Stocks,NAT,0,0,0,0,0,0,0,0,0,0,0,0,
Realized & Unrealized Performance Summary,Data,Stocks,NIO,0,0,0,0,0,0,0,0,0,0,0,0,
Realized & Unrealized Performance Summary,Data,Stocks,NMM,0,0,-3.3955332,0,0,-3.3955332,0,0,0,0,0,-3.3955332,
Realized & Unrealized Performance Summary,Data,Stocks,OGI,0,0,0,0,0,0,0,0,0,0,0,0,
Realized & Unrealized Performance Summary,Data,Stocks,OMC,0,139.874749,0,0,0,139.874749,0,0,0,0,0,139.874749,
Realized & Unrealized Performance Summary,Data,Stocks,PARA,0,0,0,0,0,0,0,0,0,0,0,0,
Realized & Unrealized Performance Summary,Data,Stocks,PNW,0,0.38848596,-2.33701122,0,0,-1.94852526,0,0,0,0,0,-1.94852526,
Realized & Unrealized Performance Summary,Data,Stocks,PPLT,0,20.99880387,0,0,0,20.99880387,0,0,0,0,0,20.99880387,
Realized & Unrealized Performance Summary,Data,Stocks,RIG,0,87.06698178,0,0,0,87.06698178,0,0,0,0,0,87.06698178,
Realized & Unrealized Performance Summary,Data,Stocks,SBLK,0,208.7074188,0,0,0,208.7074188,0,0,0,0,0,208.7074188,
Realized & Unrealized Performance Summary,Data,Stocks,SLV,0,0,0,0,0,0,0,0,0,0,0,0,
Realized & Unrealized Performance Summary,Data,Stocks,SNAP,0,0,0,0,0,0,0,0,0,0,0,0,
Realized & Unrealized Performance Summary,Data,Stocks,SPCE,0,0,0,0,0,0,0,0,0,0,0,0,
Realized & Unrealized Performance Summary,Data,Stocks,SPH,0,0,0,0,0,0,0,0,0,0,0,0,
Realized & Unrealized Performance Summary,Data,Stocks,T,0,0,0,0,0,0,0,0,0,0,0,0,
Realized & Unrealized Performance Summary,Data,Stocks,TCS,0,0,0,0,0,0,0,0,0,0,0,0,
Realized & Unrealized Performance Summary,Data,Stocks,TLRY,0,0,0,0,0,0,0,0,0,0,0,0,
Realized & Unrealized Performance Summary,Data,Stocks,UBER,0,0,0,0,0,0,0,0,0,0,0,0,
Realized & Unrealized Performance Summary,Data,Stocks,UNG,0,69.78200567,0,0,0,69.78200567,0,0,0,0,0,69.78200567,
Realized & Unrealized Performance Summary,Data,Stocks,VALE,0,124.2932469,0,0,0,124.2932469,0,0,0,0,0,124.2932469,
Realized & Unrealized Performance Summary,Data,Stocks,VEON,0,0,0,0,0,0,0,0,0,0,0,0,
Realized & Unrealized Performance Summary,Data,Stocks,WRK,0,0,0,0,0,0,0,0,0,0,0,0,
Realized & Unrealized Performance Summary,Data,Stocks,X,0,75.86944352,0,0,0,75.86944352,0,0,0,0,0,75.86944352,
Realized & Unrealized Performance Summary,Data,Stocks,YNDX,0,0,0,0,0,0,0,0,0,0,0,0,
Realized & Unrealized Performance Summary,Data,Total,,0,1249.711691,-560.5056144,0,0,689.2060768,0,-2.145034,43.9031,0,41.758066,730.9641428,
Realized & Unrealized Performance Summary,Data,Forex,CAD,0,0,0,0,0,0,0.000003,0,0,0,0.000003,0.000003,
Realized & Unrealized Performance Summary,Data,Forex,EUR,0,5.921342,-8.451379,0,0,-2.530037,0,0,0,0,0,-2.530037,
Realized & Unrealized Performance Summary,Data,Forex,GBP,0,0,-31.283309,0,0,-31.283309,0,0,0,0,0,-31.283309,
Realized & Unrealized Performance Summary,Data,Forex,HKD,0,0,-5.742894,0,0,-5.742894,0,0,0,0,0,-5.742894,
Realized & Unrealized Performance Summary,Data,Forex,RUB,0,0,-2.172152,0,0,-2.172152,0,0,0,0,0,-2.172152,
Realized & Unrealized Performance Summary,Data,Total,,0,5.921342,-47.649734,0,0,-41.728392,0.000003,0,0,0,0.000003,-41.728389,
Realized & Unrealized Performance Summary,Data,Total (All Assets),,0,1255.633033,-608.1553484,0,0,647.4776848,0.000003,-2.145034,43.9031,0,41.758069,689.2357538,
Cash Report,Header,Currency Summary,Currency,Total,Securities,Futures,,,,,,,,,,
Cash Report,Data,Starting Cash,Base Currency Summary,1490.763733,1490.763733,0,,,,,,,,,,
Cash Report,Data,Commissions,Base Currency Summary,-49.39841742,-49.39841742,0,,,,,,,,,,
Cash Report,Data,Deposits,Base Currency Summary,18.363,18.363,0,,,,,,,,,,
Cash Report,Data,Account Transfers,Base Currency Summary,-600.735966,-600.735966,0,,,,,,,,,,
Cash Report,Data,Dividends,Base Currency Summary,43.66,43.66,0,,,,,,,,,,
Cash Report,Data,Broker Interest Paid and Received,Base Currency Summary,8.232317,8.232317,0,,,,,,,,,,
Cash Report,Data,Trades (Sales),Base Currency Summary,12745.47569,12745.47569,0,,,,,,,,,,
Cash Report,Data,Trades (Purchase),Base Currency Summary,-13610.80823,-13610.80823,0,,,,,,,,,,
Cash Report,Data,Other Fees,Base Currency Summary,-0.74,-0.74,0,,,,,,,,,,
Cash Report,Data,Payment In Lieu of Dividends,Base Currency Summary,15.33,15.33,0,,,,,,,,,,
Cash Report,Data,Transaction Fees,Base Currency Summary,-3.13754667,-3.13754667,0,,,,,,,,,,
Cash Report,Data,Withholding Tax,Base Currency Summary,-15.15,-15.15,0,,,,,,,,,,
Cash Report,Data,Cash FX Translation Gain/Loss,Base Currency Summary,-15.4195624,-15.4195624,0,,,,,,,,,,
Cash Report,Data,Ending Cash,Base Currency Summary,26.43502184,26.43502184,0,,,,,,,,,,
Cash Report,Data,Ending Settled Cash,Base Currency Summary,26.43502184,26.43502184,0,,,,,,,,,,
Cash Report,Data,Starting Cash Collateral,Base Currency Summary,3778.919942,3778.919942,0,,,,,,,,,,
Cash Report,Data,Net Securities Lent Activity,Base Currency Summary,-3761.46762,-3761.46762,0,,,,,,,,,,
Cash Report,Data,Ending Cash Collateral,Base Currency Summary,0,0,0,,,,,,,,,,
Cash Report,Data,Net Cash Balance,Base Currency Summary,0,0,0,,,,,,,,,,
Cash Report,Data,Net Settled Cash Balance,Base Currency Summary,0,0,0,,,,,,,,,,
Cash Report,Data,Starting Cash,EUR,166.2183208,166.2183208,0,,,,,,,,,,
Cash Report,Data,Commissions,EUR,-1.25,-1.25,0,,,,,,,,,,
Cash Report,Data,Account Transfers,EUR,1,1,0,,,,,,,,,,
Cash Report,Data,Broker Interest Paid and Received,EUR,-0.23,-0.23,0,,,,,,,,,,
Cash Report,Data,Trades (Sales),EUR,246.5416792,246.5416792,0,,,,,,,,,,
Cash Report,Data,Trades (Purchase),EUR,-412.28,-412.28,0,,,,,,,,,,
Cash Report,Data,Ending Cash,EUR,0,0,0,,,,,,,,,,
Cash Report,Data,Ending Settled Cash,EUR,0,0,0,,,,,,,,,,
Cash Report,Data,Starting Cash Collateral,EUR,0,0,0,,,,,,,,,,
Cash Report,Data,Net Securities Lent Activity,EUR,0,0,0,,,,,,,,,,
Cash Report,Data,Ending Cash Collateral,EUR,0,0,0,,,,,,,,,,
Cash Report,Data,Net Cash Balance,EUR,0,0,0,,,,,,,,,,
Cash Report,Data,Net Settled Cash Balance,EUR,0,0,0,,,,,,,,,,
Cash Report,Data,Starting Cash,GBP,435.422,435.422,0,,,,,,,,,,
Cash Report,Data,Broker Interest Paid and Received,GBP,2.92,2.92,0,,,,,,,,,,
Cash Report,Data,Trades (Purchase),GBP,-438.342,-438.342,0,,,,,,,,,,
Cash Report,Data,Ending Cash,GBP,0,0,0,,,,,,,,,,
Cash Report,Data,Ending Settled Cash,GBP,0,0,0,,,,,,,,,,
Cash Report,Data,Starting Cash Collateral,GBP,345.0264,345.0264,0,,,,,,,,,,
Cash Report,Data,Net Securities Lent Activity,GBP,-345.0264,-345.0264,0,,,,,,,,,,
Cash Report,Data,Ending Cash Collateral,GBP,0,0,0,,,,,,,,,,
Cash Report,Data,Net Cash Balance,GBP,0,0,0,,,,,,,,,,
Cash Report,Data,Net Settled Cash Balance,GBP,0,0,0,,,,,,,,,,
Cash Report,Data,Starting Cash,HKD,-1922.097225,-1922.097225,0,,,,,,,,,,
Cash Report,Data,Commissions,HKD,-82.8443,-82.8443,0,,,,,,,,,,
Cash Report,Data,Account Transfers,HKD,-4555.65,-4555.65,0,,,,,,,,,,
Cash Report,Data,Broker Interest Paid and Received,HKD,5.12,5.12,0,,,,,,,,,,
Cash Report,Data,Trades (Sales),HKD,13980.40301,13980.40301,0,,,,,,,,,,
Cash Report,Data,Trades (Purchase),HKD,-7400.450018,-7400.450018,0,,,,,,,,,,
Cash Report,Data,Transaction Fees,HKD,-24.481251,-24.481251,0,,,,,,,,,,
Cash Report,Data,Ending Cash,HKD,0.000214615,0.000214615,0,,,,,,,,,,
Cash Report,Data,Ending Settled Cash,HKD,0.000214615,0.000214615,0,,,,,,,,,,
Cash Report,Data,Starting Cash Collateral,HKD,9676.485,9676.485,0,,,,,,,,,,
Cash Report,Data,Net Securities Lent Activity,HKD,-9676.485,-9676.485,0,,,,,,,,,,
Cash Report,Data,Ending Cash Collateral,HKD,0,0,0,,,,,,,,,,
Cash Report,Data,Net Cash Balance,HKD,0,0,0,,,,,,,,,,
Cash Report,Data,Net Settled Cash Balance,HKD,0,0,0,,,,,,,,,,
Cash Report,Data,Starting Cash,RUB,0,0,0,,,,,,,,,,
Cash Report,Data,Deposits,RUB,1000,1000,0,,,,,,,,,,
Cash Report,Data,Trades (Purchase),RUB,-1000,-1000,0,,,,,,,,,,
Cash Report,Data,Ending Cash,RUB,-0.000000026,-0.000000026,0,,,,,,,,,,
Cash Report,Data,Ending Settled Cash,RUB,-0.000000026,-0.000000026,0,,,,,,,,,,
Cash Report,Data,Starting Cash,USD,959.2923642,959.2923642,0,,,,,,,,,,
Cash Report,Data,Commissions,USD,-37.36759274,-37.36759274,0,,,,,,,,,,
Cash Report,Data,Account Transfers,USD,-20.35,-20.35,0,,,,,,,,,,
Cash Report,Data,Dividends,USD,43.66,43.66,0,,,,,,,,,,
Cash Report,Data,Broker Interest Paid and Received,USD,3.91,3.91,0,,,,,,,,,,
Cash Report,Data,Trades (Sales),USD,10681.48109,10681.48109,0,,,,,,,,,,
Cash Report,Data,Trades (Purchase),USD,-11603.63084,-11603.63084,0,,,,,,,,,,
Cash Report,Data,Other Fees,USD,-0.74,-0.74,0,,,,,,,,,,
Cash Report,Data,Payment In Lieu of Dividends,USD,15.33,15.33,0,,,,,,,,,,
Cash Report,Data,Withholding Tax,USD,-15.15,-15.15,0,,,,,,,,,,
Cash Report,Data,Ending Cash,USD,26.43502653,26.43502653,0,,,,,,,,,,
Cash Report,Data,Ending Settled Cash,USD,26.43502653,26.43502653,0,,,,,,,,,,
Cash Report,Data,Starting Cash Collateral,USD,2071,2071,0,,,,,,,,,,
Cash Report,Data,Net Securities Lent Activity,USD,-2071,-2071,0,,,,,,,,,,
Cash Report,Data,Ending Cash Collateral,USD,0,0,0,,,,,,,,,,
Cash Report,Data,Net Cash Balance,USD,0,0,0,,,,,,,,,,
Cash Report,Data,Net Settled Cash Balance,USD,0,0,0,,,,,,,,,,
Open Positions,Header,DataDiscriminator,Asset Category,Currency,Symbol,Quantity,Mult,Cost Price,Cost Basis,Close Price,Value,Unrealized P/L,Code,,,
Open Positions,Data,Summary,Stocks,USD,IBKR,4.2963,1,62.63108582,269.081934,72.35,310.84,41.758066,,,,
Open Positions,Total,,Stocks,USD,,,,,269.081934,,310.84,41.758066,,,,
Net Stock Position Summary,Header,Asset Category,Currency,Symbol,Description,Shares at IB,Shares Borrowed,Shares Lent,Net Shares,,,,,,,
Net Stock Position Summary,Data,Stocks,USD,IBKR,INTERACTIVE BROKERS GRO-CL A,4.2963,0,0,4.2963,,,,,,,
Trades,Header,DataDiscriminator,Asset Category,Currency,Symbol,Date/Time,Quantity,T. Price,C. Price,Proceeds,Comm/Fee,Basis,Realized P/L,MTM P/L,Code,
Trades,Data,Order,Stocks,EUR,CONd,"2022-02-21, 14:20:02",5,82.29,84.09,-411.45,-1.25,412.7,0,9,O,
Trades,SubTotal,,Stocks,EUR,CONd,,5,,,-411.45,-1.25,412.7,0,9,,
Trades,Total,,Stocks,EUR,,,,,,-411.45,-1.25,412.7,0,9, ,
Trades,Total,,Stocks,USD,,,,,,-465.26766,-1.4135,466.68116,0,10.1772, ,
Trades,Data,Order,Stocks,HKD,1398,"2022-02-11, 01:54:57","-1,000",4.91,4.93,4910,-27.885435,-4446.84034,435.274225,-20,C,
Trades,Data,Order,Stocks,HKD,1398,"2022-02-25, 01:42:54","-1,000",4.58,4.58,4580,-26.85953,-4236.82417,316.3163,0,C,
Trades,SubTotal,,Stocks,HKD,1398,,-2000,,,9490,-54.744965,-8683.66451,751.590525,-20,,
Trades,Data,Order,Stocks,HKD,1810,"2022-02-13, 20:41:04",200,16.04,16.34,-3208,-25.751828,3233.751828,0,60,O,
Trades,SubTotal,,Stocks,HKD,1810,,200,,,-3208,-25.751828,3233.751828,0,60,,
Trades,Data,Order,Stocks,HKD,2039,"2022-02-11, 02:20:36",300,13.96,13.98,-4188,-26.828758,4214.828758,0,6,O,
Trades,SubTotal,,Stocks,HKD,2039,,300,,,-4188,-26.828758,4214.828758,0,6,,
Trades,Total,,Stocks,HKD,,,,,,2094,-107.325551,-1235.083924,751.590525,46, ,
Trades,Total,,Stocks,USD,,,,,,267.95164,-13.75487134,-157.8839845,96.31278419,5.8954, ,
Trades,Data,Order,Stocks,USD,ATVI,"2022-01-18, 09:30:03",-4,86.68,82.31,346.72,-0.359345522,-271.531057,74.829597,17.48,C,
